[2021-10-22 13:55:18,101] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 18:40:43,011] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 18:43:28,266] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 18:46:20,592] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 18:52:35,297] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 18:53:12,043] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 18:54:48,959] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 19:02:19,087] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 19:02:19,101] DEBUG in urllib3.connectionpool: http://127.0.0.1:80 "GET /posts/3 HTTP/1.1" 200 4
[2021-11-16 19:03:05,689] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 19:03:05,699] DEBUG in urllib3.connectionpool: http://127.0.0.1:80 "GET /posts/3 HTTP/1.1" 200 4
[2021-11-16 19:03:45,887] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 19:03:45,895] DEBUG in urllib3.connectionpool: http://127.0.0.1:80 "GET /posts/3 HTTP/1.1" 200 4
[2021-11-16 19:07:14,637] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 19:07:14,640] DEBUG in urllib3.connectionpool: http://127.0.0.1:80 "GET /posts/3 HTTP/1.1" 200 4
[2021-11-16 19:09:16,922] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 19:09:16,925] DEBUG in urllib3.connectionpool: http://127.0.0.1:80 "GET /posts/3 HTTP/1.1" 200 4
[2021-11-16 19:09:30,540] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 19:09:30,542] DEBUG in urllib3.connectionpool: http://127.0.0.1:80 "GET /posts/3 HTTP/1.1" 200 4
[2021-11-16 19:10:09,909] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 19:10:09,911] DEBUG in urllib3.connectionpool: http://127.0.0.1:80 "GET /posts/4 HTTP/1.1" 200 4
[2021-11-16 19:10:14,364] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 127.0.0.1:80
[2021-11-16 19:10:14,367] DEBUG in urllib3.connectionpool: http://127.0.0.1:80 "GET /posts/4 HTTP/1.1" 200 4
[2021-11-21 16:40:24,727] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 16:40:24,729] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-intances?service=users&URL=http%3A%2F%2Ftuffix-vm%3A5000 HTTP/1.1" 404 2398
[2021-11-21 16:44:55,197] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 16:44:55,202] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "GET /users HTTP/1.1" 200 25
[2021-11-21 16:56:31,126] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 16:56:31,128] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "GET /users HTTP/1.1" 200 25
[2021-11-21 17:03:34,103] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:03:34,105] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "GET /users HTTP/1.1" 200 2
[2021-11-21 17:04:09,684] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:04:09,686] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "GET /users HTTP/1.1" 200 25
[2021-11-21 17:10:36,384] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:10:36,386] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "GET /register-intances/ HTTP/1.1" 404 2398
[2021-11-21 17:13:07,809] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:13:07,811] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-intances/ HTTP/1.1" 404 2398
[2021-11-21 17:14:34,526] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:14:34,529] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:14:46,031] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:14:46,032] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:27:17,650] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:27:17,651] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:28:10,982] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:28:10,983] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:30:04,216] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:30:04,218] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:31:25,833] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:31:25,835] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:32:47,127] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:32:47,129] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:33:24,604] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:33:24,606] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:34:13,145] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:34:13,148] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:35:13,448] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:35:13,450] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:37:24,414] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:37:24,417] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:41:49,751] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:41:49,754] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:50:08,241] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:50:08,243] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:51:16,860] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:51:16,863] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:53:59,271] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
[2021-11-21 17:53:59,273] DEBUG in urllib3.connectionpool: http://tuffix-vm:1234 "POST /register-instance/ HTTP/1.1" 201 4
[2021-11-21 17:59:17,716] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): tuffix-vm:1234
